type,row.id,label,abstract,affiliation,author,doi,issn,journal,keywords,language,pages,source,title,volume,year,duplicate_group,n_duplicates,relevant,MRSA-SA,ESBL-ENT,FUNGI,VIRUS,GENERAL,MABres,MABgeneres,MAFres,MAFgeneres,wasMARtested,notes,,,,
wwtp,508,Korzeniewska_2013_ECOANDENVSAF,"The spreading of antibiotic resistant bacteria in the environment is a threat to human health but little is known about the transmission of extended-spectrum beta-lactamases (ESBL)-producing Escherichia coli from the hospital and municipal sewage to the water basin and to the air at the WWTPs (Waste Water Treatment Plants) area and their surroundings. Accordingly, it seems particularly interesting to trace the fate of these bacteria and their genes encoding antibiotic resistance in both untreated sewage from hospitals, and in sewage after different stages of purification, and finally to examine the degree of their emissions to environment. Although wastewater treatment processes reduce number of bacteria in sewage up to 99\%, in the presented study it was reported that more than 2.7 x 10(3) CFU/mL E. coli reached the receiving water and contributed to dissemination of resistant bacteria into the environment. We received 395 E. coli strains from sewage and environmental samples and we investigated their antibiotic susceptibility and the presence of bla gene encoding TEM, CTX, OXA and SHV. From among 167 and 147 E. coli strains isolated from hospital effluents and municipal sewage in Olsztyn, Poland, up to 37.1\% and 17.7\%, respectively, were ESBL-positive. From among 38 and 43 strains isolated from river water and the air up to 18.4\% and 27.9\%, respectively, were ESBL-producers. The bla(CTX-M) (bla(CTX-M-1), bla(CTX-M-3), bla(CTX-M-5), bla(CTX-M-15)) genes were the predominant group of the plasmid-coded ESBLs. More than 38\% out of ESBL-producing isolates carried several bla genes. The multiple-antibiotic-resistant (MAR) indexes for ESBL-positive were higher than for ESBL-negative isolates and ranged from 0.45 to 0.63. The MAR indexes for E. coli from hospital effluents and air samples were greater than the indexes calculated for strains isolated from other samples. Presumably, the preliminary disinfection of hospital sewage before its inflow into the sewage system might minimize the spreading of antibiotic-resistant bacteria to the environment. (c) 2013 Elsevier Inc. All rights reserved.","Korzeniewska, E (Reprint Author), Univ Warmia \& Mazury, Dept Environm Microbiol, Fac Environm Sci, Prawochenskiego 1 Str, PL-10720 Olsztyn, Poland. Korzeniewska, Ewa; Korzeniewska, Anna; Harnisz, Monika, Univ Warmia \& Mazury, Dept Environm Microbiol, Fac Environm Sci, PL-10720 Olsztyn, Poland.","Korzeniewska, Ewa and Korzeniewska, Anna and Harnisz, Monika",10.1016/j.ecoenv.2013.01.014,0147-6513,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Escherichia coli; Multidrug-resistance; Beta-lactamases; Sewage; Hospital; WWTP,English,96-102,wos,Antibiotic resistant Escherichia coli in hospital and municipal sewage and their emission to the environment,91,2013,508,3,YES,N,Y,N,N,N,YES,NO,NO,NO,YES,none,,,,
urban,749,Palencia_2017_ABOFPAOFTHAMCHSO,,"Palencia, Cristina Echeverria; Thulsiraj, Vanessa; Senthilkumar, Niru; Hernandez-Cira, Marisol; Gamboa, Demi; Haro, Heather, Univ Calif Los Angeles, Civil \& Environm Engn, Los Angeles, CA USA. Nghi Tran; Ericksen, Cody; Melendez, Isabel; Sanchez, Michael; Walpert, Devin; Yuan, Tony; Ficara, Elizabeth; Paulson, Suzanne; Zhu, Yifang, Univ Calif Los Angeles, Inst Environm \& Sustainabil, Los Angeles, CA USA.","Palencia, Cristina Echeverria and Jay, Jennifer and Thulsiraj, Vanessa and Nghi Tran and Ericksen, Cody and Melendez, Isabel and Sanchez, Michael and Walpert, Devin and Yuan, Tony and Ficara, Elizabeth and Senthilkumar, Niru and Hernandez-Cira, Marisol and Gamboa, Demi and Haro, Heather and Paulson, Suzanne and Zhu, Yifang",NA,0065-7727,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,NA,English,NA,wos,"Disparate antibiotic resistance gene levels revealed across four major cities in California: A survey in drinking water, air, and soil at 24 public parks",253,2017,749,1,YES,N,N,N,N,Y,NO,YES,NO,NO,gene,none,,,,
urban,406,Hu_2018_SCOFTHTOEN,"Information is currently limited regarding the distribution of antibiotic resistance genes (ARGs) in smog and their correlations with airborne bacteria. This study characterized the diversity and abundance of ARGs in the particulate matters (PMs) of severe smog based on publicly available metagenomic data, and revealed the occurrence of 205 airborne ARG subtypes, including 31 dominant ones encoding resistance to 11 antibiotic types. Among the detectable ARGs, tetracycline, beta-lactam and aminoglycoside resistance genes had the highest abundance, and smog and soil had similar composition characteristics of ARGs. During the smog event, the total abundance of airborne ARGs ranged from 4.90 to 38.07 ppm in PM2.5 samples, and from 7.61 to 38.49 ppm in PM10 samples, which were 1.6-7.7 times and 2.1-5.1 times of those in the non-smog day, respectively. The airborne ARGs showed complicated co-occurrence patterns, which were heavily influenced by the interaction of bacterial community, and physicochemical and meteorological factors. Lactobacillus and sulfonamide resistance gene sul1 were determined as keystones in the co-occurrence network of microbial taxa and airborne ARGs. The results may help to understand the distribution patterns of ARGs in smog for the potential health risk evaluation. (C) 2017 Elsevier B.V. All rights reserved.","Zhang, XX; Li, M (Reprint Author), Nanjing Univ, Sch Environm, State Key Lab Pollut Control \& Resource Reuse, 163 Xianlin Ave, Nanjing 210023, Jiangsu, Peoples R China. Hu, Jialin; Zhao, Fuzheng; Zhang, Xu-Xiang; Li, Kan; Li, Chaoran; Ye, Lin; Li, Mei, Nanjing Univ, Sch Environm, Environm Hlth Res Ctr, State Key Lab Pollut Control \& Resource Reuse, Nanjing 210023, Jiangsu, Peoples R China.","Hu, Jialin and Zhao, Fuzheng and Zhang, Xu-Xiang and Li, Kan and Li, Chaoran and Ye, Lin and Li, Mei",10.1016/j.scitotenv.2017.09.222,0048-9697,SCIENCE OF THE TOTAL ENVIRONMENT,Antibiotic resistance genes; Antibiotic resistant bacteria; Network analysis; Metagenome; Particulate matters; Smog air,English,1332-1340,wos,Metagenomic profiling of ARGs in airborne particulate matters during a severe smog event,615,2018,406,3,YES,N,N,N,N,Y,NO,YES,NO,NO,metagenome,none,,,,
urban,818,Rosas_1997_APPANDENVMIC,"Escherichia coli, an important indicator of the presence of fecal material, was isolated from indoor and outdoor environments in Mexico City, The heterogeneity of E. coli was represented by 89 serotypes, most of them coming from settled-dust indoor samples; 21\% of them presented antibiotic multiresistance. The numbers of plasmids were higher among the antibiotic-resistant strains. The results of this study suggest that intestinal infections produced by environmental strains could be of more epidemiological impact than previously thought.","Rosas, I (Reprint Author), NATL AUTONOMOUS UNIV MEXICO,CTR CIENCIAS ATMOSFERA,MEXICO CITY 04510,DF,MEXICO. NATL AUTONOMOUS UNIV MEXICO,INST BIOTECHNOL,MEXICO CITY 04510,DF,MEXICO. NATL AUTONOMOUS UNIV MEXICO,FAC MED,MEXICO CITY 04510,DF,MEXICO.","Rosas, I and Salinas, E and Yela, A and Calva, E and Eslava, C and Cravioto, A",NA,0099-2240,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,NA,English,4093-4095,wos,Escherichia coli in settled-dust and air samples collected in residential environments in Mexico City,63,1997,818,3,YES,N,Y,N,N,N,NO,NO,NOT POSSIBLE,NO,YES,poor reporting,,,,
urban,713,Naz_2017_JOOFTHPAMEAS,"Objective: To determine the presence of pathogenic fungal strains in areas where pigeons are present in a large number. Methods: This study was conducted at the Federal Urdu University of Arts, Science and Technology, Karachi, from February 2015 to March2016, and comprised samples of soil contaminated with pigeons' excreta. The samples were collected from 20 different pigeon-feeding places in the city. These samples were processed for the isolation and identification of fungi by using standard conventional methods. The fungal strains isolated were also tested for their susceptibility to commonly used antifungal agents by disc diffusion technique. Results: There were 105 samples. A wide variety of fungal strains belonging to different genera of Aspergillus, Rhizopus, Penicillium, Fusarium and Candida were isolated and identified by using conventional methods. The antifungal resistance pattern of these strains also depicts emergence of resistance against commonly used antifungal agents such as amphotericin B and fluconazole. Conclusion: The soil and air of places densely populated with pigeons were found to be loaded with fungal spores and many of them were potential pathogens.","Naz, SA (Reprint Author), Fed Urdu Univ Arts Sci \& Technol, Dept Microbiol, Karachi, Pakistan. Naz, Sehar Afshan; Yaseen, Muhammad; Jabeen, Nusrat; Shafique, Maryam, Fed Urdu Univ Arts Sci \& Technol, Dept Microbiol, Karachi, Pakistan.","Naz, Sehar Afshan and Yaseen, Muhammad and Jabeen, Nusrat and Shafique, Maryam",NA,0030-9982,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,Feral pigeons; Fungal infections; Antifungal resistance,English,901-906,wos,Isolation of potentially pathogenic fungi from selected pigeons' feeding sites in Karachi: A new dimension to health hazard,67,2017,713,2,YES,N,N,Y,N,N,YES,NO,NO,NO,YES,none,,,,
urban,1247,X2810877,"Airborne bacterial floras were investigated at stations A to E and P on the UOEH campus located in a suburb of the city of Kitakyushu. Bacterial collections were carried out by a filtration method using a soluble gelatin foam filter at an altitude of 1 m from the ground and viable bacterial cells were enumerated on nutrient agar plates supplemented with 50 micrograms/ml cycloheximide. At station P, where airborne bacterial composition was evaluated as a mean value of 20 repeated experiments, there were 42% Gram-positive cocci, 37% Gram-positive rods, 3.5% Bacillus strains and 5.5% Gram-negative rods. Fluctuating values of cell amounts for Gram-positive cocci and rods during these experiments suggested that in the atmospheric layer near the ground, the former was a more transient group of airborne bacteria than the latter. When airborne bacterial flora over the experimental area was surveyed by observations at six stations, the dispersion profile of bacterial flora closely corresponded to vegetating states on the surface of the ground. Over vegetating areas, airborne bacterial flora appeared in about equal amounts of Gram-positive rods and cocci, while over bare ground, Gram-positive rods appeared more abundantly than Gram-positive cocci. To investigate the distribution of drug-resistant strains among airborne bacteria, sensitivity tests to six antibiotics were carried out with S. xylosus strains isolated at stations P and E. As a result, considerable amounts of single-drug-resistant strains for TC (DOX) and EM were recognized, but the distribution of multiple-drug-resistant S. xylosus was restricted to a few strains.",NA,Chihara S and Someya T,NA,0021-5082 (Print) and 0021-5082 (Linking),Nihon eiseigaku zasshi. Japanese journal of hygiene,NA,eng,756-62,pubmed,Dynamic aspects of airborne bacterial flora over an experimental area in a suburb and distribution of resistant strains to antibacterial agents among airborne staphylococci.,44,1989,1247,1,YES,Y,N,N,N,N,NO,NO,NOT POSSIBLE,NO,YES,non-validated methods,,,,
urban,1097,X15729472,"This study involved a total of 116 samples, 79 taken from pigeon droppings and 37 of atmospheric air taken close to accumulations of excrement. Cryptococcus neoformans var. grubii was isolated from 11 (13.9%) of these samples. Other species of Cryptococcus were also isolated from these samples, such as C. albidus (12.6%) and C. laurentii (8.9%). C. neoformans was not isolated from the air samples, though C. albidus (5.4%) was. All the strains of C. neoformans were found to belong to the A serotype (C. neoformans var. grubii). In regard to the studies with the antifungal agents 5-fluorocytosine, fluconazole, itraconazole, amphotericin B and voriconazole, by means of the microdilution method (EUCAST), we point out that one sample demonstrated resistance to fluconazole, this being especially significant because this is an environmental strain.","Microbiology and Immunology Section, Adolfo Lutz Institute, Santos, Sao Paulo, and Brazil.",Soares MC and Paula CR and Dias AL and Caseiro MM and Costa SO,/S0036-46652005000100006,0036-4665 (Print) and 0036-4665 (Linking),Revista do Instituto de Medicina Tropical de Sao Paulo,NA,eng,31-6,pubmed,"Environmental strains of Cryptococcus neoformans variety grubii in the city of Santos, SP, Brazil.",47,2005,1097,1,YES,N,N,Y,N,N,NO,YES,NO,NO,YES,none,,,,
urban,286,Fondi_2016_GENBIOANDEVO,"The spatial distribution of microbes on our planet is famously formulated in the Baas Becking hypothesis as everything is everywhere but the environment selects.{''} While this hypothesis does not strictly rule out patterns caused by geographical effects on ecology and historical founder effects, it does propose that the remarkable dispersal potential of microbes leads to distributions generally shaped by environmental factors rather than geographical distance. By constructing sequence similarity networks from uncultured environmental samples, we show that microbial gene pool distributions are not influenced nearly as much by geography as ecology, thus extending the Bass Becking hypothesis from whole organisms to microbial genes. We find that gene pools are shaped by their broad ecological niche (such as sea water, fresh water, host, and airborne). We find that freshwater habitats act as a gene exchange bridge between otherwise disconnected habitats. Finally, certain antibiotic resistance genes deviate from the general trend of habitat specificity by exhibiting a high degree of cross-habitat mobility. The strong cross-habitat mobility of antibiotic resistance genes is a cause for concern and provides a paradigmatic example of the rate by which genes colonize new habitats when new selective forces emerge.","McInerney, JO (Reprint Author), Natl Univ Ireland Maynooth, Dept Biol, Maynooth, Kildare, Ireland. McInerney, JO (Reprint Author), Univ Manchester, Fac Life Sci, Computat Evolutionary Biol, Manchester M13 9PL, Lancs, England. Fondi, Marco; Bosi, Emanuele; Fani, Renato, Univ Florence, Dept Biol, Lab Microbial \& Mol Evolut, I-50121 Florence, Italy. Fondi, Marco; Bosi, Emanuele; Fani, Renato, Univ Florence, Computat Biol Grp, I-50121 Florence, Italy. Karkman, Antti; Virta, Marko, Univ Helsinki, Dept Food \& Environm Sci, FIN-00014 Helsinki, Finland. Tamminen, Manu V., Swiss Fed Inst Technol, Dept Environm Syst Sci, Zurich, Switzerland. Tamminen, Manu V., Eawag, Dept Aquat Ecol, Dubendorf, Switzerland. Alm, Eric, MIT, Dept Civil \& Environm Engn, Cambridge, MA 02139 USA. McInerney, James O., Natl Univ Ireland Maynooth, Dept Biol, Maynooth, Kildare, Ireland. McInerney, James O., Univ Manchester, Fac Life Sci, Computat Evolutionary Biol, Manchester M13 9PL, Lancs, England.","Fondi, Marco and Karkman, Antti and Tamminen, Manu V. and Bosi, Emanuele and Virta, Marko and Fani, Renato and Alm, Eric and McInerney, James O.",10.1093/gbe/evw077,1759-6653,GENOME BIOLOGY AND EVOLUTION,biogeography; horizontal gene transfer; antibiotic resistance,English,1388-1400,wos,``Every Gene Is Everywhere but the Environment Selects{''}: Global Geolocalization of Gene Sharing in Environmental Samples through Network Analysis,8,2016,286,2,YES,N,N,N,N,Y,NO,YES,NO,NO,metagenome,none,,,,
urban,1355,Xie_2018_ENSC..TELE,"The atmosphere represents an unappreciated compartment for the environmental dissemination of antibiotic resistance genes (ARGs), particularly via airborne fine particles (PM2.5), with strong implications for the inhalational exposure of the general population. We examined the seasonal variations in airborne bacteria and several ARGs in PM2.5 across an industrial urban rural transect in a megacity of China over an annual cycle. Seasonality was most apparent at the rural site with a remarkable wintertime reduction in the total level of bacteria and an enrichment of certain ARGs in winter but dilution in spring. This contrasted with the relative consistency across seasons at urban and industrial sites. The statistical correlation between ARGs and the mobile genetic element (MGE), intI1, weakened from rural to urban and industrial sites, which hints at the diluting role of intI1 in horizontal gene transfers across the land use gradient. Differing mechanisms may regulate site-specific population exposure to transferable ARGs, and the identification of additional MGEs is warranted. Compared to drinking water and the accidental ingestion of agricultural soil, airborne PM2.5 contributes to a similar extent to the human daily intake of certain ARGs and intI1. Collectively, this study highlights the importance of PM2.5 in the dissemination of, and pathways of human exposure to, common environmental ARGs.","Li, XD (Reprint Author), Hong Kong Polytech Univ, Dept Civil \& Environm Engn, Kowloon, Hong Kong, Peoples R China. Xie, Jiawen; Jin, Ling; Li, Xiangdong, Hong Kong Polytech Univ, Dept Civil \& Environm Engn, Kowloon, Hong Kong, Peoples R China. Luo, Xiaosan; Zhao, Zhen, Nanjing Univ Informat Sci \& Technol, Sch Appl Meteorol, Int Ctr Ecol Meteorol \& Environm, Nanjing 210044, Jiangsu, Peoples R China.","Xie, Jiawen and Jin, Ling and Luo, Xiaosan and Zhao, Zhen and Li, Xiangdong",10.1021/acs.estlett.7b00561,2328-8930,ENVIRONMENTAL SCIENCE \& TECHNOLOGY LETTERS,NA,English,74-79,wos,Seasonal Disparities in Airborne Bacteria and Associated Antibiotic Resistance Genes in PM2.5 between Urban and Rural Sites,5,2018,1355,2,YES,N,N,N,N,Y,YES,NO,NO,NO,gene,none,,,,
urban,1201,X23742901,"BACKGROUND/PURPOSE Research into the distribution of bioaerosols during events associated with huge groups of people is lacking, especially in developing countries. The purpose of this study was to understand the distribution pattern of bioaerosols during an annual trade fair in the historical city of Gwalior, central India, a very important historical fair that was started by the King of Gwalior Maharaja Madho Rao in 1905. METHODS: Air samples were collected from six different sites at the fair ground and three different sites in a residential area before/during/after the fair using an impactor sampler on microbial content test agar and rose bengal agar for total bacteria and fungi, respectively. The representative strains of bacteria and fungi were further identified and selected bacterial strains were subjected to antibiotic susceptibility testing according to US Clinical and Laboratory Standards Institute (CLSI) guidelines. RESULTS: The bacterial bioaerosol count [colony-forming units (CFU)/m(3)] at fair sites was found to be 9.0 x 10(3), 4.0 x 10(4), and 1.0 x 10(4) before the start of the fair, during the fair, and after the fair, respectively. The fungal bioaerosol count at fair sites was 2.6 x 10(3) CFU/m(3), 6.3 x 10(3) CFU/m(3), and 1.7 x 10(3) CFU/m(3) before the fair, during the fair, and after the fair, respectively. Bacterial/fungal bioaerosols during-fair were increased significantly from the bacterial/fungal bioaerosols of the before-fair period (p < 0.05); they were also significantly higher than the bacterial/fungal bioaerosols at non-fair sites during the event (p < 0.0001). The proportion of antibiotic-resistant bacteria over the fair ground was significantly increased during-fair and was still higher in the after-fair period. Methicillin-resistant staphylococci (MRS) were also reported at the fair ground. CONCLUSION: The study indicates significantly higher bacterial and fungal bioaerosols during the fair event. Therefore, further research is needed to explore the health aspects and guidelines to control microbial load during such types of events.","Department of Biotechnology, Madhav Institute of Technology and Science, Gwalior and 474005, India. and School of Life Sciences, Jawaharlal Nehru University, New Delhi 110067, India. and Department of Biotechnology, Madhav Institute of Technology and Science, Gwalior and 474005, India. and Biotechnology Division, Defense Research and Development Establishment, Gwalior and 474002, India. and Department of Biotechnology, Madhav Institute of Technology and Science, Gwalior and 474005, India. and School of Life Sciences, Jawaharlal Nehru University, New Delhi 110067, India. and National Agri-Food Biotechnology Institute, Mohali 160071, India. and School of Life Sciences, Jawaharlal Nehru University, New Delhi 110067, India; and Biotechnology Division, Defense Research and Development Establishment, Gwalior and 474002, India. Electronic address: pramodjnu1@gmail.com.",Yadav J and Kumar A and Mahor P and Goel AK and Chaudhary HS and Yadava PK and Yadav H and Kumar P,10.1016/j.jfma.2013.04.006,0929-6646 (Print) and 0929-6646 (Linking),Journal of the Formosan Medical Association = Taiwan yi zhi,antibiotic-resistant bacteria and bacterial bioaerosol and fair and fungal bioaerosol,eng,639-46,pubmed,"Distribution of airborne microbes and antibiotic susceptibility pattern of bacteria during Gwalior trade fair, Central India.",114,2015,1201,3,YES,Y,N,N,N,N,YES,NO,NO,NO,YES,none,,,,
urban,1202,X23765189,"This study focused on the presence of antibiotic-resistant bacteria in a metro system as an example of a public transportation system. The molecular characteristics of Staphylococcus were investigated to discern which strains were isolated from metro stations in Shanghai. These were compared with strains isolated from hospital treatment rooms and parks. Airborne Staphylococcus samples in the metro were resistant to an average of 2.64 antibiotic types, and 58.0% of the strain samples were resistant to at least three antibiotics; this was a significantly higher rate than strains from the park, but was lower than those from hospitals. The presence of two antibiotic resistance genes of Staphylococcus strains, mecA (28.0%) and qac (40.0%), were also found at significantly higher levels in metro samples than park samples, but did not differ significantly from hospital samples. Furthermore, 22.0% of the metro Staphylococcus samples were found to be biofilm-positive. The high rate of antibiotic resistance found in Staphylococcus samples collected from metro stations, and the discovery of antibiotic-resistant genes, indicate that the closed indoor environment and crowded passengers may accelerate the spread of antibiotic resistant strains. More attention should be paid to the inspection and control of antibiotic resistant strains in public transportation systems.","Department of Clinical Medicine, School of Basic Medical Sciences, Fudan and University, Shanghai, China. 09301010100@fudan.edu.cn",Zhou F and Wang Y,10.3390/ijerph10062412,1660-4601 (Electronic) and 1660-4601 (Linking),International journal of environmental research and public health,NA,eng,2412-26,pubmed,Characteristics of antibiotic resistance of airborne Staphylococcus isolated from metro stations.,10,2013,1202,3,YES,Y,N,N,N,N,YES,NO,NO,NO,YES,none,,,,
urban,892,Sivri_2016_AROFENPR,"This study is aimed to investigate culturable airborne bacteria concentrations and the composition of methicillin-resistant staphylococci in eleven different locations on the basis of specific activities conducted within different parts of the European side of Istanbul. The highest bacterial levels were observed at the Bakirkoy station (1 100 CFU/m(3)) while the second highest levels were found at the Bahcelievler station (1 040 CFU/m(3)) in October; the lowest levels (10 CFU/m(3)) were measured at other different stations (Atakoy, Yesilkoy). Fifteen methicillin- resistant isolates {[}Staphylococcus hominis (n=11), S. cohnii spp. cohnii (n=2), S. sciuri (n=1), S. capitis spp. capitis (n=1)] were identified. The disc diffusion method was used to identify the antimicrobial resistance of these isolates, it was observed that the most common resistance was to penicillin (P) (n=11), doxycycline (DO) (n=4) and tetracycline (T) (n=5). None of the isolates was resistant to imipenem, amoxicillin/clavulanic acid, vancomycin (IPM, AMC, VA). However, multiple antimicrobial resistance was found to be 26.7\%. The results of this study revealed the importance of isolated methicillin-resistant staphylococci in the stations with densely active human population and traffic, for public health. As a result, the importance of resting along known shorelines, where culturable airborne bacteria concentrations are much lower, and its importance for human health have been emphasized.","Sivri, N (Reprint Author), Istanbul Univ, Dept Environm Engn, Fac Engn, Istanbul, Turkey. Sivri, Nuket; Sonmez, Vildan Zulal, Istanbul Univ, Dept Environm Engn, Fac Engn, Istanbul, Turkey. Bagcigil, Arzu Funda; Metiner, Kemal, Istanbul Univ, Dept Microbiol, Fac Vet Med, Istanbul, Turkey. Seker, Dursun Zafer, Istanbul Tech Univ, Dept Geomat Engn, Fac Civil Engn, Istanbul, Turkey. Orak, Selin, Istanbul Tech Univ, Cevre Yapi Aritma Sistemleri, Nilufer Ticaret Merkezi Yaylali Sok, 7 Nilufer, Bursa, Turkey. Durak, Sevgi Gunes, Yildiz Tech Univ, Dept Environm Engn, Fac Civil Engn, Istanbul, Turkey.","Sivri, Nuket and Bagcigil, Arzu Funda and Metiner, Kemal and Seker, Dursun Zafer and Orak, Selin and Durak, Sevgi Gunes and Sonmez, Vildan Zulal",10.1515/aep-2016-0034,2083-4772,ARCHIVES OF ENVIRONMENTAL PROTECTION,Antimicrobial resistance; Culturable airborne bacteria; European side of Istanbul; GIS; Staphylococcus sp,English,77-86,wos,"Culturable airborne bacteria and isolation of methicillin-resistant coagulase-negative staphylococci from outdoor environments on European side of Istanbul, Turkey",42,2016,892,2,YES,Y,N,N,N,N,NO,YES,NO,NO,YES,none,,,,
urban,1295,X30043612,"Despite its emerging significant public health concern, the presence of antibiotic resistance genes (ARGs) in urban air has not received significant attention. Here, we profiled relative abundances (as a fraction, normalized by 16S rRNA gene) of 30 ARG subtypes resistant to seven common classes of antibiotics, which are quinolones, beta-lactams, macrolides, tetracyclines, sulfonamides, aminoglycosides, and vancomycins, in ambient total particulate matter (PM) using a novel protocol across 19 world cities. In addition, their longitudinal changes in PM2.5 samples in Xi'an, China as an example were also studied. Geographically, the ARGs were detected to vary by nearly 100-fold in their abundances, for example, from 0.07 (Bandung, Indonesia) to 5.6 (San Francisco, USA). The beta-lactam resistance gene blaTEM was found to be most abundant, seconded by quinolone resistance gene qepA; and their corresponding relative abundances have increased by 178% and 26%, respectively, from 2004 to 2014 in Xi'an. Independent of cities, gene network analysis indicates that airborne ARGs were differentially contributed by bacterial taxa. Results here reveal that urban air is being polluted by ARGs, and different cities are challenged with varying health risks associated with airborne ARG exposure. This work highlights the threat of urban airborne transmission of ARGs and the need of redefining our current air quality standards in terms with public health.","State Key Joint Laboratory of Environmental Simulation and Pollution Control, and College of Environmental Sciences and Engineering , Peking University , Beijing and 100871 , China. and Key Lab of Aerosol Chemistry & Physics, Institute of Earth Environment , Chinese and Academy of Sciences , Xi'an 710049 , China. and Key Lab of Urban Environment and Health, Institute of Urban Environment , Chinese and Academy of Sciences , Xiamen 361021 , China. and Key Lab of Urban Environment and Health, Institute of Urban Environment , Chinese and Academy of Sciences , Xiamen 361021 , China. and School of Space and Environment , Beihang University , Beijing 100191 , China. and School of Environmental Science and Engineering , Shandong University , Jinan and 250100 , China. and Department of Environmental Health Sciences, Graduate School of Public Health , and Seoul National University , Seoul 08826 , South Korea. and Department of Earth and Environmental Engineering , Columbia University , New and York , New York 10027 , United States. and CERTES, Universite Paris-Est Creteil , Centre d'etudes et de Recherche en and Thermique, Environnement et Systemes (CERTES) , Creteil 94000 , France. and Key Lab of Aerosol Chemistry & Physics, Institute of Earth Environment , Chinese and Academy of Sciences , Xi'an 710049 , China. and Institute of Environmental Engineering , ETH Zurich , Zurich 8093 , Switzerland. and Advanced Analytical Technologies , Empa , Dubendorf 8600 , Switzerland. and International Laboratory for Air Quality and Health , Queensland University of and Technology , GPO Box 2434, Brisbane , Queensland 4001 , Australia. and International Laboratory for Air Quality and Health , Queensland University of and Technology , GPO Box 2434, Brisbane , Queensland 4001 , Australia. and School of Energy and Environment , City University of Hong Kong , Tat Chee Avenue and , Kowloon , Hong Kong China. and Department of Chemical and Environmental Engineering , Yale University , New and Haven , Connecticut 06520 , United States. and State Key Joint Laboratory of Environmental Simulation and Pollution Control, and College of Environmental Sciences and Engineering , Peking University , Beijing and 100871 , China.",Li J and Cao J and Zhu YG and Chen QL and Shen F and Wu Y and Xu S and Fan H and Da G and Huang RJ and Wang J and de Jesus AL and Morawska L and Chan CK and Peccia J and Yao M,10.1021/acs.est.8b02204,1520-5851 (Electronic) and 0013-936X (Linking),Environmental science & technology,NA,eng,NA,pubmed,Global Survey of Antibiotic Resistance Genes in Air.,NA,2018,1295,1,YES,N,N,N,N,Y,NO,YES,NO,NO,gene,duplicated,,,,
urban,643,Mazar_2016_ENSC..TE,"We evaluated the impact of Saharan dust storms on the local airborne microbiome in a city in the Eastern Mediterranean area. Samples of particles with diameter less than 10 mu m were collected during two spring seasons on both dusty and nondusty days. DNA was extracted, and partial 16S rRNA gene amplicons were sequenced using the Illumina platform. Bioinformatic analysis showed the effect of dust events on the diversity of the atmospheric microbiome. The relative abundance of desert soil-associated bacteria increased during dust events, while the relative abundance of anthropogenic-influenced taxa decreased. Quantitative polymerase chain reaction measurements of selected clinically significant antibiotic resistance genes (ARGs) showed that their relative abundance decreased during dust events. The ARG profiles on dust-free days were similar to those in aerosol collected in a poultry house, suggesting a strong agricultural influence on the local ambient profiles. We conclude that dust storms enrich the ambient airborne microbiome with new soil-derived bacteria that disappear as the dust settles, suggesting that the bacteria are transported attached to the dust particles. Dust storms do not seem to be an important vector for transport of probed ARGs.","Rudich, Y (Reprint Author), Weizmann Inst Sci, Dept Earth \& Planetary Sci, IL-76100 Rehovot, Israel. Mazar, Yinon; Rudich, Yinon, Weizmann Inst Sci, Dept Earth \& Planetary Sci, IL-76100 Rehovot, Israel. Cytryn, Eddie, Agr Res Org, Volcani Ctr, Inst Soil Water \& Environm Sci, IL-50250 Bet Dagan, Israel. Ere, Yigal, Hebrew Univ Jerusalem, Fredy \& Nadine Herrmann Inst Earth Sci, IL-91904 Jerusalem, Israel.","Mazar, Yinon and Cytryn, Eddie and Ere, Yigal and Rudich, Yinon",10.1021/acs.est.5b06348,0013-936X,ENVIRONMENTAL SCIENCE \& TECHNOLOGY,NA,English,4194-4202,wos,Effect of Dust Storms on the Atmospheric Microbiome in the Eastern Mediterranean,50,2016,643,2,YES,N,N,N,N,Y,NO,YES,NO,NO,gene,none,,,,
